ID;txt
5947-P8_1;los cajeros siempre estan disponibles las 24 horas
5958-P8_1;la facilidad de encontrar sucursales
5966-P8_1;el servicio normalmente cuando lo he pedido me han atendido bien
5978-P8_1;porque ahi tengo mi afore
6000-P8_1;es muy facil de abrir la cuenta
6007-P8_1;porque ofrecia abrirla con menos dinero
6008-P8_1;cercano a mi domicilio el banco
6023-P8_1;la nomina
6026-P8_1;me pagan la nomina
6045-P8_1;porque me queda comodo es facil de usar su banca esta cerca de mi casa no me cobran por manejo de cuenta
6046-P8_1;tienen buenos servicios en seguridad y en atencion al cliente a la sucursal
6049-P8_1;por la afore banamex
6071-P8_1;por su buena tasa de interes en cuenta de ahorro los seguros y te ayuda con la tasa buen interes en afore
6075-P8_1;por necesidad para pagar las utilidades de la casa
6085-P8_1;por el trabajo
6093-P8_1;es el que manejan en la empresa
6130-P8_1;por sus sucursales siempre hay una sucursal cerca
6142-P8_1;porque fue el primer banco que encontre porque por donde vivo a unas cuadras hay un banco y dije ese banco
6148-P8_1;por la tarjeta de credito
6155-P8_1;tengo ahi mi nomina de la empresa
7-P8_2;por los beneficios
15-P8_2;porque fue con el que hizo contrato y con el me he quedado hasta ahora
21-P8_2;tarjeta nomina
22-P8_2;por la atencion que me brindan los ejecutivos del banco es muy buena me resuelven problemas que pueda tener
23-P8_2;tiene mejores facilidades hay bancos en todos lados
24-P8_2;beca
25-P8_2;pagan nomina
33-P8_2;trabajo independiente
34-P8_2;mi nomina bancomer
37-P8_2;confia en el banco
41-P8_2;por las ventas
43-P8_2;encuentro sucursales en todas partes
48-P8_2;por el trabajo tuve que sacarlo
49-P8_2;por su facilidad en cajeros hay muchos cajeros en la ciudad
57-P8_2;por pago de nomina
58-P8_2;por la empresa
62-P8_2;mas popular
77-P8_2;porque es muy confiable no cobra inflacion por ahorro
79-P8_2;mucha facilidad es muy accesible los bancos los cajeros
80-P8_2;por su nomina
81-P8_2;porque necesitaba una tarjeta para hacer pagos en linea
83-P8_2;facilidad de tarjeta de credito y debito
88-P8_2;la facilidad de sus aplicaciones moviles
91-P8_2;por la facilidad de hacer movimiento para mis hijos
95-P8_2;por la tarjeta debito
96-P8_2;por el pago de mi nomina
97-P8_2;me otorga descuentos de viajes y comodidades de pago
99-P8_2;cuenta de ahorros
106-P8_2;por nomina
107-P8_2;la accesibilidad
116-P8_2;porque me ofrece una tasa de interes baja el credito personal
124-P8_2;porque me la dieron es de nomina
125-P8_2;era el banco mas cercano cuando queria sacar mi tarjeta
133-P8_2;de ahi me pidieron que sacara mi tarjeta de nomina
135-P8_2;porque ahi recibo la nomina
137-P8_2;es que el saco las aplicaciones para traer la app en el celular se actualizo facilito a uno no ir al banco hacer transferencias y pagar
138-P8_2;la nomina porque ahi nos pagan
139-P8_2;por la nomina
150-P8_2;no me cobra anualidades es muy transparente con sus pagos
151-P8_2;tiene mejores ofertas en cuanto a su tasa de interes
155-P8_2;por la atencion en todas las areas
156-P8_2;porque su empresa lo maneja
160-P8_2;por el debito
161-P8_2;hay muchas sucursales
162-P8_2;le ha gustado la aplicacion es mas rapido hacer transferencia
177-P8_2;por sus prestamos
179-P8_2;es donde hay mas bancos y donde hay mas cajeros
180-P8_2;me ha gustado el servicio en general
181-P8_2;por cuenta de ahorro
182-P8_2;hay muchas sucursales en todos lados
185-P8_2;ahi la tenia que sacar
191-P8_2;pago de nomina
196-P8_2;mi cuenta de nomina necesitaba una tarjeta para recibir ingresos y realizar me quedaba cerca la sucursal
200-P8_2;porque me depositan la nomina
201-P8_2;por el trabajo
205-P8_2;es buen banco
207-P8_2;por tener la cuenta en el banco
209-P8_2;porque necesitaba tarjeta de nomina
210-P8_2;porque le da mas confianza
221-P8_2;porque su app es genial
240-P8_2;porque no te cobran comision por retiro de dinero en cajeros o depositos otros bancos si cobran y aqui no te cobran ni el plastico anualidad por transferencia a otros bancos
243-P8_2;por nomina
250-P8_2;ahi me depositan mi quincena
260-P8_2;nomina
264-P8_2;porque es mas facil de sacar la tarjeta le pedia menos requisitos para sacarla
275-P8_2;porque son de las pocas cuentas que se que no te ponen un limite para tener nomina con ellos
283-P8_2;necesitaba la cuenta de nomina
307-P8_2;nomina de trabajo
312-P8_2;era porque su mama se lo recomendo
313-P8_2;lo saque para que le hicieran los depositos de su nomina
318-P8_2;le da buena atencion y buenas ofertas
323-P8_2;tiene una app muy buena
333-P8_2;por beca universitaria
337-P8_2;por el servicio que brindan
340-P8_2;la infraestructura que tiene el banco
348-P8_2;por una cuenta de ahorro
349-P8_2;porque me gusta el trato de los ejecutivos te atienden bien son rapidos tienen la informacion que necesitas
351-P8_2;porque es mas facil encontrar un cajero hay mas sucursales
354-P8_2;porque ahi estaba la nomina
357-P8_2;me estan depositando ahi la beca
360-P8_2;es una sucursal que me queda cerca
362-P8_2;por todas las facilidades que tiene para manejar el dinero y muchos cajeros
378-P8_2;para recibir pago y tener una tarjeta
395-P8_2;porque brindan un excelente servicio al cliente
413-P8_2;por la facilidad que me da el banco por la aplicacion
421-P8_2;me ofrece un buen rendimiento
423-P8_2;nunca he tenido muy buena respuesta nunca falla
435-P8_2;por medio de la empresa donde trabajo
437-P8_2;porque me acomode a sus aplicaciones como la banca de internet es practico y no requiero ir al banco
438-P8_2;por mi trabajo y ahi recibo mi nomina
444-P8_2;por mi trabajo es mas conocido el banco para depositos
445-P8_2;su aplicacion movil
449-P8_2;por nomina
451-P8_2;no cobra uso de tarjeta
452-P8_2;recibir pagos
454-P8_2;es mas facil de hacer tramites prestamos tarjetas
456-P8_2;por sus servicios por la atencion al cliente que nos dan porque hay un cajero siempre cerca
464-P8_2;no pagar mantenimiento de uso de cajeros
465-P8_2;tiene mas establecimientos cercanos
468-P8_2;porque no le cobra comisiones
469-P8_2;por tarjeta de nomina
473-P8_2;por mi trabajo
479-P8_2;me empezaron a pagar en mi cuenta de nomina
480-P8_2;porque se manejaba en cronograma te mandaba directamente a bancomer
502-P8_2;nomina
503-P8_2;nomina
521-P8_2;por la facilidad de servicios
525-P8_2;por su cero comisiones
527-P8_2;me gusta su servicio y atencion a clientes
530-P8_2;porque ahi hace la nomina
532-P8_2;por la nomina
537-P8_2;saque mi casa por medio de este banco
538-P8_2;ahi me depositan la pension por parte del imss
539-P8_2;me gusta su servicio atencion al cliente rapida eficiente
541-P8_2;me gusta la confianza me genera confianza tener ahi mi dinero
544-P8_2;porque hay muchos cajeros
549-P8_2;por la cuenta de ahorro
560-P8_2;el banco mas grande mas sucursales mas comodo mas cercano
563-P8_2;es muy buen banco es muy accesible donde quiera lo aceptan y a banorte no
567-P8_2;por la beca
568-P8_2;para generar historial crediticio
572-P8_2;credito
577-P8_2;me gusta mucho su aplicacion y me ayuda a organizarme en los gastos
578-P8_2;tarjeta de debito
584-P8_2;por la nomina
589-P8_2;por la nomina
592-P8_2;es facil de encontrar y facil acceso en la aplicacion
595-P8_2;para que me depositen dinero por lo del trabajo
600-P8_2;es con el que me he acomodado mas
602-P8_2;por su plataforma es muy facil de usar la atencion es rapida y no hay errores como cuentas falsas
612-P8_2;por la nomina
621-P8_2;por la facilidad de la aplicacion facilidad de uso es muy facil de usar
622-P8_2;porque tengo la nomina en ese banco y segundo por la app
629-P8_2;porque ahi recibo mi nomina
633-P8_2;por nomina
645-P8_2;por el trato que me dan los ejecutivos y por los beneficios que tienes con las tarjetas de credito
647-P8_2;seguro ahi recibe su dinero
652-P8_2;nomina
657-P8_2;porque ahi es mas facil abrir la cuenta pues porque te piden los requisitos normales y un saldo menor un saldo inicial menor
660-P8_2;facilidad para abrir cuenta y los intereses no ponen tanta tasa para mantener el dinero
661-P8_2;el banco en linea es muy facil de usar
674-P8_2;abri tarjeta virtual para hacer transferencias
682-P8_2;por mayor cantidad de sucursales
684-P8_2;por pago de nomina
689-P8_2;por asignacion
696-P8_2;porque me ha funcionado bien y me lo dio mi empresa
698-P8_2;cambio de nomina
699-P8_2;porque facil de obtener mediante aplicacion
701-P8_2;la tarjeta de debito es funcional
702-P8_2;porque le agrada el sistema y aplicacion
710-P8_2;porque hay muchos mas bancos se me ha sido mas facil que atienden mas rapido
715-P8_2;por las sucursales hay mas
717-P8_2;es mas comoda la banca transferencias he cambiado de telefono de numero y no es complicado acceder a su banca y el token
720-P8_2;su servicio es muy bueno
734-P8_2;me dieron una cuenta de nomina
737-P8_2;nomina
758-P8_2;por la facilidad de uso tanto aplicacion en cuanto al banco muy tecnologico no hace filas y hay muchas practicajas en muchos sitios
759-P8_2;porque tiene una red muy amplia de bancos y servicio
760-P8_2;porque hay mas bancos cerca
762-P8_2;para ahorro para tener dinero guardado
763-P8_2;me gustaba mas su aplicacion la app por la comodidad y la cercania
766-P8_2;para tener su dinero guardado seguro
776-P8_2;por mi trabajo pago de nomina
785-P8_2;buenas referencias
793-P8_2;por laboral para el deposito de la nomina
794-P8_2;la linea de credito y puedes hacer compras a meses sin intereses
795-P8_2;en el momento le facilito sacarla para realizar pagos en linea
799-P8_2;porque ahi me pagaban la nomina
800-P8_2;esa tarjeta que tengo no me cobra comision por manejo de cuenta
803-P8_2;por mi nomina
804-P8_2;por nomina
806-P8_2;porque necesitaba una tarjeta
807-P8_2;por los depositos
808-P8_2;porque sus servicios son muy practicos
809-P8_2;por el trabajo para depositarme
818-P8_2;porque me gusta su sistema de ahorro no me cobran anualidades y es aceptable en todos los lugares
819-P8_2;porque es mas practico y cercano a donde vivo
821-P8_2;me gusta el banco
827-P8_2;deposito de nomina
834-P8_2;es practica la aplicacion no hace falta ir a un banco para poder hacer transferencias
840-P8_2;la opcion de debito para que cuando quiera retire el dinero le depositen no le cobran
842-P8_2;no cobran tanto los interes o usos de cuenta cuando mete dinero y no le ajusta el dinero no le rebotan el cheque
851-P8_2;por los depositos que le hacen deposito a su cuenta
853-P8_2;es buen banco
865-P8_2;por cosa del trabajo porque me hicieron sacar una tarjeta de bancomer
866-P8_2;por una cuenta de ahorro abri una cuenta de ahorro para retiro
867-P8_2;por su buen servicio
868-P8_2;porque mi papa es del mismo banco me gusta el servicio son atentos y amables
874-P8_2;tengo mis ahorros de mis ganancias de todo el ano ahi administro
878-P8_2;por pago de nomina
881-P8_2;me sacaron ahi la tarjeta
883-P8_2;por las sucursales hay muchas sucursales
885-P8_2;porque tiene facilidades con sus anos y es rapido para transacciones
890-P8_2;pues es que de ahi me dan la nomina y me hacen los depositos
895-P8_2;porque tengo mi tarjeta de credito
897-P8_2;no cobra anualidad
898-P8_2;por la beca
900-P8_2;por el trabajo
903-P8_2;no cobra comision
908-P8_2;la facilidad del manejo de la tarjeta de debito
910-P8_2;dan muy buen servicio
917-P8_2;por cuenta de nomina
924-P8_2;por medio de una cuenta de ahorro
931-P8_2;me facilitaba las nominas
939-P8_2;por la facilidad de las aplicaciones moviles
940-P8_2;tiene muchos cajeros
941-P8_2;abri mi cuenta de ahorro hace mucho y la he mantenido
961-P8_2;la aplicacion movil
963-P8_2;no ha tenido ninguna falla
965-P8_2;solo por probar
966-P8_2;porque en el trabajo es la cuenta de nomina
968-P8_2;por tener mi nomina
969-P8_2;por la nomina
970-P8_2;para mi pago de nomina
971-P8_2;tiene mejores opciones que otros bancos comision por manejo de cuenta no pide manejo de cuenta si ingreso una cantidad de dinero al mes especifica
977-P8_2;pues porque no he tenido intension en otros ese me dio no tengo acoso de tarjeta de credito no me acosan ahi en otros bancos te piden montos te cobran intereses y este banco no
978-P8_2;porque es mas facil encontrarlos hay mas locales para sacar dinero
984-P8_2;para recibir depositos
985-P8_2;para cobrar un dinero de ahorro
987-P8_2;porque nunca he cambiado la cuenta a otro banco porque fue el primer banco que tuve
988-P8_2;pues depositan ahi mi quincena
990-P8_2;para que me depositen en mi tarjeta de debito
999-P8_2;se me hacen muy rapidos los pagos o las transferencias
1000-P8_2;es de nomina donde me pagan
1002-P8_2;por los problemas que tenia de no poder depositar en oxxo me gusta que no haya tenido ningun problema con bancomer
1003-P8_2;porque ahi me hacen de divisas
1009-P8_2;nomina empresarial
1014-P8_2;nomina
1019-P8_2;porque es un banco con muchas sucursales
1026-P8_2;para poder percibir el efectivo de la beca porque es la unica manera de hacer llegar el dinero
1027-P8_2;porque no tienen comisiones en sus cuentas digitales no me exigen un saldo minimo en la cuenta
1032-P8_2;pago de nomina
1036-P8_2;se me hace una buena banca segura no he tenido conflictos en que me retiren dinero o hagan cargos que yo no se
1037-P8_2;porque hay mas sucursales
1041-P8_2;la facilidad de que me depositen los pagos mis clientas quedan lejos y se les hace mas facil depositarme que ir hasta mi casa a pagarme
1045-P8_2;tienen buen servicio y no hay cobro por uso de tarjeta
1051-P8_2;tiene muchas sucursales
1052-P8_2;por servicio que dan en sucursal es muy bueno
1053-P8_2;por recomendacion de personas allegadas
1057-P8_2;por el trabajo
1061-P8_2;considero que es el mejor banco por la accesibilidad la rapidez la atencion la aplicacion
1063-P8_2;la empresa me ofrecio una tarjeta
1091-P8_2;por mi nomina
1092-P8_2;accesibilidad hay cajeros disponibles
1100-P8_2;la facilidad de aplicacion
1106-P8_2;por la tarjeta de debito cuenta digital es muy facil de usar y no hay ningun tipo de comision por usarla
1107-P8_2;necesitaba abrir una cuenta de debito para recibir una beca proporcionada por el gobierno
1108-P8_2;es la mas sencilla de tramitar
1111-P8_2;las aplicaciones porque son muy practicas para realizar mis movimientos transferencias y consultar el estado de cuenta
1112-P8_2;porque tenia la nomina del trabajo
1113-P8_2;que no hay muchos requisitos para sacar una tarjeta porque la tramite en internet y fui a recogerla en el banco
1115-P8_2;nomina
1131-P8_2;porque es la forma que me paga la empresa cuenta de debito
1132-P8_2;por lo practico todo es muy rapido sus aplicaciones conseguir una operacion disposicion de efectivo
